Headline,Label
Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.,1
Says that the federal gas tax has not been raised since 1993.,1
Says Scott Walkers bad budget includes: No weekend for workers.,0
SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.,0
"Under Hillary Clinton, State Department officials were sending official thank-yous to people who gave to the Clinton Foundation.",0
"Says the United States is the only nation that affords citizenship to anyone born here, whether you are here legally or illegally.",0
"Mary Burkes record: 130,000 fewer jobs.",0
Says Planned Parenthood provides about 140 visits for prenatal care in each state.,0
"Says that in 41 states, government workers are better paid than the taxpayers who support them.",0
John McCain said last year he didn't know of a solution to the mortgage crisis.,1
"Romney said ""'No' to in-state tuition"" for illegal immigrants.",1
"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",1
"Twenty percent of single adults, ages 21 to 25 with no kids, are not working or even in school trying to find a job.",0
On torture.,1
President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.,0
"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",0
On the way the federal government should spend Floridas rejected high-speed rail money.,0
"According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.",0
"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.",1
"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",0
75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.,0
"Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.",1
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",0
"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",1
Says the federal government restricts how much salt we can put on our food.,0
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,1
Says he couldnt keep a 42-inch redfish he caught because of fishing rules.,1
On the accuracy of state jobs numbers.,0
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,1
The No. 1 cause of death for African-American males15-34 is murder.,1
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse.,0
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",1
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates.,0
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.,0
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,1
"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.",1
"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",1
I did not support the war in Iraq The record shows that Im right.,0
Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.,0
"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.",1
"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",1
Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare.,0
I never said that Muslims would be subject to profiling under his policies.,0
Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion.,0
Georgia spends fewer tourism advertising dollars than any other state in the South.,1
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,1
"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.",1
